,Unnamed: 0,place_name,place_pic,place_rating,place_review_count,place_link,country,state,city,open_time,about,address,how_to,nearby_restaurant,nearby_attractions,review_Excellent,review_Very_good,review_Average,review_Poor,review_Terrible,start_time,end_time
661,661, Santana Row,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/c8/dc/f4/a-beautiful-sunday-at.jpg?w=500&h=400&s=1,4.5,592,https://www.tripadvisor.ca/Attraction_Review-g33020-d2390435-Reviews-Santana_Row-San_Jose_California.html,United States,California (CA),San Jose,10:00 AM - 10:00 PM,"Santana Row is Silicon Valley's premier outdoor destination for shopping, dining, living and working. Surrounded by landscaped gardens, parks and plazas, Santana Row features over 50 shops, 30 restaurants, the boutique Hotel Valencia and a six-screen movie theatre. Santana Row hosts a variety of events ranging from fashion shows to live music, outdoor yoga classes to the annual tree lighting ceremony. In addition to the dynamic shopping & dining options, Santana Row offers 615 luxury rental homes, 219 privately owned condos and 690,000+ square feet of Class A office space.","377 Santana Row Suite 1005, San Jose, CA 95128-2053",,"Maggiano's Little Italy,Left Bank Santana Row,Fogo de Chão Brazilian Steakhouse","Santana Row Farmers Market,Winchester Mystery House,Municipal Rose Garden",325,200,52,8,7,10,22
662,662, Old Port,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/4e/1d/5b/photo0jpg.jpg?w=500&h=-1&s=1,4.5,"1,289",https://www.tripadvisor.ca/Attraction_Review-g40827-d105082-Reviews-Old_Port-Portland_Maine.html,United States,Maine (ME),Portland,12:00 AM - 11:59 PM,"The Old Port's fishing piers, cobbled streets, and historic brick buildings will transport you back in time. But the energy of the area is anything but old. It has a buzzing food scene, especially at night when locals and tourists pack into its restaurants and bars. Don't leave without having a taste of the fresh seafood in the area. Grab the ultimate lobster roll along the waterfront's Commercial Street or snag a table at any of its amazing seafood restaurants. 

From the port, you can take a ferry to explore the secluded islands in Casco Bay. 

– Tripadvisor","Commercial St, Portland, ME 04101",,"Gorgeous Gelato, Portland,The Gelato Fiasco Old Port,Micucci Grocery Store","Cbart - Casco Bay Artisans,Casco Bay,Casco Bay Islands",729,420,114,20,8,0,23
663,663, Tumalo Falls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/3e/b5/fd/tumalo-falls.jpg?w=500&h=400&s=1,4.5,707,https://www.tripadvisor.ca/Attraction_Review-g51766-d3473996-Reviews-Tumalo_Falls-Bend_Central_Oregon_Oregon.html,United States,Oregon (OR),Central Oregon,,,See all,,,,517,153,23,8,6,-1,-1
664,664, Rodney Ghost Town,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/e8/17/44/photo4jpg.jpg?w=500&h=400&s=1,4.5,31,https://www.tripadvisor.ca/Attraction_Review-g28945-d10045204-Reviews-Rodney_Ghost_Town-Mississippi.html,United States,Mississippi (MS),Things to do in Mississippi,,,See all,,,,20,8,3,0,0,-1,-1
665,665, Dutch Wonderland,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/99/ff/a7/kingdom-coaster-at-dutch.jpg?w=500&h=400&s=1,4.5,"2,393",https://www.tripadvisor.ca/Attraction_Review-g52970-d270670-Reviews-Dutch_Wonderland-Lancaster_Lancaster_County_Pennsylvania.html,United States,Pennsylvania (PA),Lancaster County,11:00 AM - 7:00 PM,"With over 35 rides, attractions, and shows, Dutch Wonderland is the perfect place to spend time together as a family. Cool off in Duke's Lagoon water play area and make discoveries at Exploration Island, where dinosaurs come to life!","2249 Lincoln Hwy E, Lancaster, PA 17602-1188",,"Texas Roadhouse,Lancaster Brewing Company Taproom & Grill,Starbucks","Mennonite Information Center,Tanger Outlets Lancaster,Biblical Tabernacle Experience",1334,750,202,60,49,11,19
666,666, Hidden Valley,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/d6/1c/2c/wow.jpg?w=500&h=-1&s=1,4.5,673,https://www.tripadvisor.ca/Attraction_Review-g143037-d531721-Reviews-Hidden_Valley-Joshua_Tree_National_Park_California.html,United States,California (CA),Joshua Tree National Park,,Explore different ways to experience this place.,See all,,"Ryan Ranch Homestead Site,Stubbe Spring Trail,Joshua Tree National Park",,475,174,21,1,2,-1,-1
667,667, Shawnee National Forest,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/3f/66/4a/more-views.jpg?w=500&h=-1&s=1,4.5,147,https://www.tripadvisor.ca/Attraction_Review-g28934-d656780-Reviews-Shawnee_National_Forest-Illinois.html,United States,Illinois (IL),Things to do in Illinois,6:00 AM - 10:00 PM,,"50 Hwy 145 South Harrisbur, IL 62946",,"Dream Baskets,McDonald's,Wok & Roll","Garden of the Gods,Pounds Hollow Recreation Area,Stoneface Research Natural Area",111,28,6,1,1,6,22
668,668, Rusack Vineyards,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/13/36/5f/the-deck-surrounded-by.jpg?w=500&h=400&s=1,4.5,180,https://www.tripadvisor.ca/Attraction_Review-g33103-d675795-Reviews-Rusack_Vineyards-Solvang_California.html,United States,California (CA),Solvang,,"We are a boutique winery and vineyard, nestled among the oak-studded rolling hills of Ballard Canyon. Our mission is to create world-class, handcrafted wines that reflect our commitment to excellence and our love for this region. That commitment begins in our Estate Vineyard, which we re-planted in 2003 in order to capture the true character of Ballard Canyon, and which we meticulously farm in small lots. It extends to the winemaking process, during which we go to every possible length to achieve the delicate balance of ""elegance & power"" (Robert Parker, August 2010) for which our wines have become known around the world. Finally, it extends to our label, a Catalina tile, a family legacy symbol of our belief in the beauty of what arises from blending craft, earth, art and family.","1819 Ballard Canyon Rd, Solvang, CA 93463-9766",,"The Gathering Table Restaurant,Bob's Well Bread At The Ballard Store,Los Olivos Wine Merchant & Cafe","PCPA - Pacific Conservatory Theatre,Old Mission Santa Ines,Solvang Festival Theater",132,36,6,3,3,-1,-1
669,669, American Music Theatre,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bd/a1/47/beautiful.jpg?w=500&h=-1&s=1,4.5,"1,407",https://www.tripadvisor.ca/Attraction_Review-g52970-d658047-Reviews-American_Music_Theatre-Lancaster_Lancaster_County_Pennsylvania.html,United States,Pennsylvania (PA),Lancaster County,9:00 AM - 8:00 PM,"American Music Theatre is the only theatre of its kind in the country that features both touring concerts and Original Shows. This 1,600-seat theatre hosts more than 200 live performances a year – from Broadway tours to rock legends to famous comedians to today’s hottest acts. Since its debut in 1997, they’ve welcomed Grammy winners, CMA winners, Tony winners, and even Oscar winners to their stage. They’ve also featured some of the most talented musicians, vocalists, and dancers in the nation in their own Original Shows. No other theatre in the region offers a wider variety of performances, year in and year out. Take the opportunity to catch a show in the comfort of one of the most premier venues on the East Coast for live entertainment.","2425 Lincoln Hwy E, Lancaster, PA 17602-1423",,"Chick-fil-A,Cracker Barrel,The BBQ Barn- Amish Made Food","The Willows Covered Bridge,The Amish Farm and House,Lee Wrangler Clearance Center",1085,206,63,26,27,9,20
670,670, Hunting Island State Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/bb/73/a2/hunting-island-state.jpg?w=500&h=-1&s=1,4.5,"2,342",https://www.tripadvisor.ca/Attraction_Review-g54135-d146911-Reviews-Hunting_Island_State_Park-Beaufort_South_Carolina.html,United States,South Carolina (SC),Coastal South Carolina,6:00 AM - 6:00 PM,Park that is a large secluded barrier island with a historic 1859 lighthouse as its centerpiece.,"1775 Sea Island Pkwy St. Helena, Beaufort, SC 29920-4808",,"Seaside Bar & Grill,Beedos,Shrimp Shack","Hunting Island Lighthouse,Penn Center,Macdonald Marketplace",1748,447,98,25,24,6,18
671,671, The Flower Fields at Carlsbad Ranch,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/2b/b2/3c/incredible-colors.jpg?w=500&h=400&s=1,4.5,968,https://www.tripadvisor.ca/Attraction_Review-g32171-d282221-Reviews-The_Flower_Fields_at_Carlsbad_Ranch-Carlsbad_California.html,United States,California (CA),Carlsbad,9:00 AM - 6:00 PM,"Open in Spring from March 1st through Mothers Day. For over sixty years, Mother Nature has transformed the rolling hills of North San Diego County into one of the most spectacular and coordinated displays of natural color and beauty anywhere in the world. The nearly fifty acres of Giant Tecolote Ranunculus flowers that make up The Flower Fields at Carlsbad Ranch® in Carlsbad, California, are in bloom for approximately six to eight weeks each year – from early March through early May – literally bringing the famous fields back to life. This annual burst of color, which has become part of the area’s local heritage, also is one of nature’s official ways of announcing the arrival of spring here in Southern California.","5704 Paseo Del Norte, Carlsbad, CA 92008-4435",,"In-N-Out Burger,Miguel's Cocina,Ruby's Diner","Carlsbad Premium Outlets,Museum of Making Music,LEGOLAND California",504,298,108,48,10,9,18
672,672, McCormickStillman Railroad Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/88/35/cb/static-display-of-train.jpg?w=500&h=400&s=1,4.5,"1,236",https://www.tripadvisor.ca/Attraction_Review-g31350-d116651-Reviews-McCormick_Stillman_Railroad_Park-Scottsdale_Arizona.html,United States,Arizona (AZ),Central Arizona,"9:00 AM - 1:00 PM, 4:00 PM - 9:00 PM",Climb aboard the miniature replica of a Colorado narrow gauge railroad to explore this park that features famous railroad cars and an antique carousel.,"7301 E Indian Bend Rd, Scottsdale, AZ 85250-4513",,"Wildflower,Ruth's Chris Steak House,Roka Akor - Scottsdale","Scottsdale Model Railroad Historical Society,Scottsdale Seville,Salt River Fields at Talking Stick",908,280,42,4,2,9,-1
673,673, Minute Maid Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/51/17/aa/minute-maid-moments.jpg?w=500&h=-1&s=1,4.5,"3,209",https://www.tripadvisor.ca/Attraction_Review-g56003-d265524-Reviews-Minute_Maid_Park-Houston_Texas.html,United States,Texas (TX),Texas Gulf Coast,,Explore different ways to experience this place.,"501 Crawford St, Houston, TX 77002-2113",,"Vic & Anthony's Steakhouse,Xochi,Phoenicia Specialty Foods","Annunciation Catholic Church,Discovery Green,Brazos Bend State Park",2013,936,172,52,36,-1,-1
674,674, Stephen Kings House,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d0/55/85/stephen-king-s-house.jpg?w=500&h=-1&s=1,4.5,268,https://www.tripadvisor.ca/Attraction_Review-g40502-d12876267-Reviews-Stephen_King_s_House-Bangor_Maine.html,United States,Maine (ME),Bangor,,"This spooky Victorian mansion in the heart of Bangor’s Whitney Park Historic District was, up until recently, the home of famed horror author Stephen King. Snap a picture in front of the iconic iron gate, adorned with spiders, bats, and even a three-headed dragon. There's even a frighteningly intricate tree sculpture that sits on the lawn.

While you can't explore the interiors of the house—it's now a nonprofit and archive of King's work—there are tours that will take you to spots in Derry that have inspired his most famous work. The beautiful, century-old homes in the quiet neighborhood are worth a quick look, too. – Tripadvisor",See all,,"Angelos Pizzeria,11 Central,ichiban","Penobscot Theatre Company,Thomas Hill Standpipe,Bangor Waterfront Pavilion",160,80,25,1,3,-1,-1
675,675, Museum of the Everglades,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/d0/4b/aa/museum-of-the-everglades.jpg?w=500&h=-1&s=1,4.5,382,https://www.tripadvisor.ca/Attraction_Review-g34210-d1636288-Reviews-Museum_of_the_Everglades-Everglades_City_Florida.html,United States,Florida (FL),Southwest Gulf Coast,9:00 AM - 4:00 PM,"Escape Naples' dazzling pace of development for a day and spend a lazy afternoon exploring the history of nearby Everglades City. Once accessible only by boat, this remote frontier trading town took an ambitious new turn in 1923 as the hub of Barron Collier's personal Southwest Florida real estate empire - with a population of fewer than twelve families. First opened in 1927 as a commercial laundry, today's Museum of the Everglades dates back to a time when construction of the famous Tamiami Trail was well underway and the tiny settlement of Everglades served as the first County seat. The museum's permanent and rotating exhibits provide visitors with an in-depth look at over 2,000 years of human history in the area and tell the story of those adventurous enough - and stubborn enough - to settle Southwest Florida's lush ""River of Grass."" Faithfully restored to its original, 1920s Collier-era appearance, the museum is listed on the National Register of Historic Places and is located 35 miles east of downtown Naples.","105 West Broadway, Everglades City, FL 34139",,"Island Cafe,Rod and Gun Club,Triad Seafood Market & Cafe","Everglades City Visitors Center,Gulf Coast Visitor Center,Big Cypress National Preserve",229,119,27,4,3,9,16
676,676, Blue Hole Regional Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/34/6a/76/from-memorial-day-until.jpg?w=500&h=400&s=1,4.5,472,https://www.tripadvisor.ca/Attraction_Review-g56901-d2254063-Reviews-Blue_Hole_Regional_Park-Wimberley_Texas.html,United States,Texas (TX),Wimberley,8:00 AM - 8:00 PM,"In 2005, the City of Wimberley embarked on a mission to save the Blue Hole from the threat of residential development. After an unprecedented fundraising effort, the land was purchased by the City for use as a community park. The City of Wimberley has since developed the 126-acre park for the enjoyment of residents, visitors, and future generations. It includes much needed recreational facilities for our growing community and showcases a true gem in the Texas Hill Country. The park includes approximately 4.5 miles of trails, picnic areas, a community pavilion, playscape, basketball court, sand volleyball court, amphitheater, and the Blue Hole Swimming Area. The entire park is open to visitors within the regular operating hours, however, swimming is only allowed during the designated swimming season. The park balances the needs of the community while preserving and restoring the historic Blue Hole and surrounding ecosystems.","100 Blue Hole Ln, Wimberley, TX 78676",,"Wimberley Cafe,Chill's On The Creek,Community Pizza & Beer Garden","Cypress Creek Nature Preserve,Art on 12,Wildflower Art Gallery",313,122,23,10,5,8,20
677,677, Masters,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/16/66/65/photo7jpg.jpg?w=500&h=-1&s=1,5.0,191,https://www.tripadvisor.ca/Attraction_Review-g29212-d8820295-Reviews-Masters-Augusta_Georgia.html,United States,Georgia (GA),Augusta,,"Nothing quite feels like the opening of the spring season when the world’s top professional golfers head to the prestigious Augusta National Golf Club to compete in the Masters Tournament.  As an attendee to the annual event you can watch these athletes compete against one another on arguably the most beautifully designed, yet challenging golf courses in the world.  If you want to be a spectator, tickets are extremely difficult to find, however you may have more luck trying to get into the events practice rounds, which require you to enter a lottery nearly a year before the event is actually held.","2604 Washington Rd Augusta National Golf Club, Augusta, GA 30904-5902",,"Olive Garden Italian Restaurant,The 1018 Club,Arby's","Pexcho's American Dime Museum,Augusta Canal Discovery Center,Savannah Rapids Visitor Center",182,2,2,0,5,-1,-1
678,678, Kelly Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/15/ea/8e/kelly-park.jpg?w=500&h=-1&s=1,4.5,517,https://www.tripadvisor.ca/Attraction_Review-g29171-d116904-Reviews-Kelly_Park-Apopka_Florida.html,United States,Florida (FL),Central Florida,8:00 AM - 6:00 PM,Camp among deer and otter after you tube the river.,"400 E Kelly Park Rd, Apopka, FL 32712-5356",,"Whistle Stop Restaurant,El Korita Restaurant Y Mariscos,Papa Johns Pizza","Lake Dora,Renninger's Vintage Antique Center & Farmer's Flea Market,Rock Springs Run",347,115,26,6,23,8,18
679,679, Driftwood Beach,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/29/3d/60/driftwood-beach.jpg?w=500&h=400&s=1,4.5,"3,051",https://www.tripadvisor.ca/Attraction_Review-g35034-d2415179-Reviews-Driftwood_Beach-Jekyll_Island_Golden_Isles_of_Georgia_Georgia.html,United States,Georgia (GA),Georgia Coast,,,"Beachview Drive, Jekyll Island, GA 31527",,"Beach House Restaurant + Tap Room,Tribuzio’s Grille,Grand Dining Room","Great Dunes Park,Georgia Sea Turtle Center,Jekyll Island Historic District",2399,477,132,33,10,-1,-1
680,680, Caladesi Island State Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ce/33/2e/all-aloneat-the-end-of.jpg?w=500&h=-1&s=1,4.5,"1,376",https://www.tripadvisor.ca/Attraction_Review-g34187-d126855-Reviews-Caladesi_Island_State_Park-Dunedin_Florida.html,United States,Florida (FL),Dunedin,,One of Florida's few remaining undisturbed barrier islands.,"1 Causeway Blvd, Dunedin, FL 34698-8561",,"Cafe Honeymoon,South Beach Pavilion Cafe,High & Dry Grill","Honeymoon Island State Park,Clearwater Beach,Pinellas Trail",992,263,84,30,8,-1,-1
681,681, Reptile Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/9a/ba/ec/photo8jpg.jpg?w=500&h=-1&s=1,4.5,"2,308",https://www.tripadvisor.ca/Attraction_Review-g54774-d208702-Reviews-Reptile_Gardens-Rapid_City_South_Dakota.html,United States,South Dakota (SD),Rapid City,,"World-renowned adventure park, Reptile Gardens is a must-see family attraction no matter what your age. We maintain the finest collection of tropical plants, colorful flowers, and exotic reptiles anywhere - we have more species and subspecies of venomous reptiles than any other zoo or park in the world!","8955 S Highway 16, Rapid City, SD 57702-6577",,"Shipwreck Bar and Grill,Fort Hays Chuckwagon Supper & Cowboy Music Show,Subway","Dinosaur Museum,Sugar Park,Bear Country USA",1532,595,147,24,10,-1,-1
682,682, Pictured Rocks National Lakeshore,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/41/be/d3/rock-formations.jpg?w=500&h=400&s=1,5.0,"2,172",https://www.tripadvisor.ca/Attraction_Review-g42497-d134013-Reviews-Pictured_Rocks_National_Lakeshore-Munising_Upper_Peninsula_Michigan.html,United States,Michigan (MI),Upper Peninsula,9:00 AM - 4:30 PM,"Park located on the shoreline of Lake Superior encompassing cliffs, dunes, waterfalls and lakes.","Headquarters on Sand Point Rd Between Munising and Grand Marais, Munising, MI 49862",,"Pictured Rocks Pizza,Falling Rock Cafe & Book Store,Driftwood Deli","Alger County Heritage Center,Sand Point Beach,Munising Falls",1891,239,31,7,6,9,16
683,683, Great Smoky Mountains Railroad,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/d7/e2/db/great-smoky-mountain.jpg?w=500&h=-1&s=1,4.0,"3,624",https://www.tripadvisor.ca/Attraction_Review-g48984-d789016-Reviews-Great_Smoky_Mountains_Railroad-Bryson_City_North_Carolina.html,United States,North Carolina (NC),North Carolina Mountains,8:00 AM - 5:00 PM,"A 52-mile rail journey through valleys, inside winding tunnels and across spectacular gorges of the Great Smoky Mountains.","226 Everett St, Bryson City, NC 28713-6405",,"The High Test Deli & Sweet Shop,The Bistro at the Everett Hotel,The Chocolate Shoppe","Gallery Zella,The Storytelling Center of the Southern Appalachians at Bryson City,Smoky Mountain Trains Museum",1921,777,437,264,229,8,17
684,684, Patriots Point Naval  Maritime Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/f1/62/10/yorktown.jpg?w=500&h=-1&s=1,5.0,"4,636",https://www.tripadvisor.ca/Attraction_Review-g54354-d527374-Reviews-Patriots_Point_Naval_Maritime_Museum-Mount_Pleasant_South_Carolina.html,United States,South Carolina (SC),Coastal South Carolina,9:00 AM - 6:30 PM,"The history of Patriots Point Naval & Maritime Museum began in June 1975 when the legendary aircraft carrier USS Yorktown entered Charleston Harbor. A few months later, the USS Yorktown was dedicated as the first ship of the Naval & Maritime Museum on the 200th birthday of the United States Navy. Patriots Point Naval & Maritime Museum was officially opened to the public on January 3, 1976. Today the museum consists of the aircraft carrier USS Yorktown (CV-10) with 29 aircraft on display from WWII to the present; the USS Laffey (DD-724), a Sumner-class destroyer; and the USS Clamagore (SS-343), a GUPPY III submarine. The Congressional Medal of Honor Society is headquartered here and their official Medal of Honor Museum is onboard the USS Yorktown. There is also a Cold War Sub Memorial and Vietnam Support Base Camp on the surrounding grounds.","40 Patriots Point Rd, Mount Pleasant, SC 29464-4377",,"Charleston Harbor Fish House,Charleston Harbor Fish House,Beach Club Tiki Bar","Ocean Sailing Academy,Mount Pleasant Memorial Waterfront Park,Mount Pleasant Pier",3647,879,91,13,8,9,18
685,685, Lori Wilson Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/70/b9/7a/lori-wilson-park.jpg?w=500&h=400&s=1,4.5,977,https://www.tripadvisor.ca/Attraction_Review-g34145-d1647238-Reviews-Lori_Wilson_Park-Cocoa_Beach_Brevard_County_Florida.html,United States,Florida (FL),Brevard County,,,See all,,"Beachside Grill & Deli,Longboards Tiki Beach Grille,Florida's Fresh Grill","Sidney Fisher Park,The Wizard of Oz Museum,Cocoa Beach Public Library",553,308,93,11,12,-1,-1
686,686, Bucks County Playhouse,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/36/65/62/bucks-county-playhouse.jpg?w=400&h=300&s=1,4.5,279,https://www.tripadvisor.ca/Attraction_Review-g53315-d3335296-Reviews-Bucks_County_Playhouse-New_Hope_Pennsylvania.html,United States,Pennsylvania (PA),Bucks County,12:00 PM - 5:00 PM,"Founded in 1939 in a converted 1790 gristmill, Bucks County Playhouse quickly became “the most famous summer theatre in America,” featuring a roster of American theatrical royalty including Helen Hayes, George S. Kaufman, Moss Hart, Kitty Carlisle, Angela Lansbury, Alan Alda, Tyne Daly, Bernadette Peters, and Liza Minnelli and remained in continuous operation until 2010. In 2012, the Playhouse re-opened after a multi-million-dollar restoration thanks to the efforts of the Bridge Street Foundation. In 2018, the Playhouse unveiled The Deck, a 4,000 square foot Delaware-river view restaurant. In 2014, Tony Award-winning producers Alexander Fraser and Robyn Goodman took the helm of the Playhouse. Today the creative teams who create new productions here are among the most talented artists working in the professional theatre. They relish the opportunity to work on the historic stage where Grace Kelly, Robert Redford, and Jessica Walter began their careers.","70 S Main St, New Hope, PA 18938-1344",,"Italian Cucina,The Dubliner,Nektar Wine Bar","Aquetong Creek Dam Waterfall,Great Barn Brewery,Parry Mansion",197,66,5,4,7,12,17
687,687, Old Town Scottsdale,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8c/4e/82/old-town-scottsdale.jpg?w=500&h=-1&s=1,4.0,"5,612",https://www.tripadvisor.ca/Attraction_Review-g31350-d505365-Reviews-Old_Town_Scottsdale-Scottsdale_Arizona.html,United States,Arizona (AZ),Central Arizona,12:00 AM - 11:59 PM,"This quaint neighborhood in greater Phoenix is a shopping galore with a charming Old West feel. Old Town Scottsdale is the perfect spot for snatching gorgeous turquoise jewelry, but make sure you browse all the unique boutique shops in the area—you'll find a variety of items from high-end pieces to trinkets. Visit the trendy art galleries and the weekly farmers’ market, and pick your favorite diner to get a plentiful meal while walking around the well-preserved streets of the district. 

Baseball fans can swing by the Scottsdale Stadium to watch the San Francisco Giants spring training. – Tripadvisor",,,"Rehab Burger Therapy,Virtu,Daily Dose","The Legacy Gallery,American Fine Art, Inc.,Signature Gallery",2612,1927,857,160,58,0,23
688,688, The RV Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/48/a5/b6/jack-sisemore-traveland.jpg?w=500&h=-1&s=1,5.0,668,https://www.tripadvisor.ca/Attraction_Review-g30165-d3264903-Reviews-The_RV_Museum-Amarillo_Texas.html,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1
689,689, Poipu Beach Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/58/38/6a/photo5jpg.jpg?w=500&h=-1&s=1,4.5,"4,918",https://www.tripadvisor.ca/Attraction_Review-g60625-d155138-Reviews-Poipu_Beach_Park-Poipu_Koloa_Kauai_Hawaii.html,United States,Hawaii (HI),Kauai,,"Located on Kauai's sunny shores, this beach is particularly popular for swimming, bodyboarding, surfing, and snorkeling. (And if you're lucky, you can spot Hawaiian monk seals here, too.)","Hoona Rd, Poipu, Koloa, Kauai, HI 96756",,"Lappert's Hawaii,Uncle's Shave Ice,Eating House 1849 by Roy Yamaguchi","Baby Beach,Lawa'i Beach,Prince Kuhio Park",3059,1445,346,55,13,-1,-1
690,690, Venice Fishing Pier,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1b/2c/5b/venice-fishing-pier.jpg?w=500&h=-1&s=1,4.5,"1,077",https://www.tripadvisor.ca/Attraction_Review-g34705-d2294387-Reviews-Venice_Fishing_Pier-Venice_Florida.html,United States,Florida (FL),Southwest Gulf Coast,12:00 AM - 11:59 PM,"Venice Fishing Pier, 1600 Harbor Dr. S., Venice Island, FL 34285. OPEN DAILY. Fishing License is NOT Required. The Venice Fishing Pier is located at Brohard Park on the south end of the island of Venice, and is owned by the City of Venice. The 700-foot Pier is a great location for fishing and to end the day watching a beautiful sunset. Connected to Sharky's on the Pier, the only beachfront restaurant in the Venice area, the Pier offers Papa's Bait Shop, with live & frozen bait, coffee, treats, jackets, shirts, and more. Nearby are six picnic shelters, two sand volleyball courts, and public restrooms with showers. Open at all times. There is no fee to access the Pier and avid and amateur fisherman of all ages can fish from the Pier without a fishing license.","1600 Harbor Dr S, Venice, FL 34285-3700",,"Fins At Sharky's,Sharky's On the Pier,Suncoast Cafe","Sharky’s On The Pier,Brohard Paw Park,Maxine Barritt Park",610,363,88,9,7,0,23
691,691, Hells Revenge,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/3d/9f/11/photo0jpg.jpg?w=500&h=-1&s=1,5.0,892,https://www.tripadvisor.ca/Attraction_Review-g60724-d579200-Reviews-Hell_s_Revenge-Moab_Utah.html,United States,Utah (UT),Moab,,Challenging 9-mile Jeep trail.,See all,,"Slickrock Bike Trail,Castle Valley,Grandstaff Canyon Trail",,831,51,2,4,5,-1,-1
692,692, Pride Mountain Vineyards,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b4/20/a1/sonoma-border-at-2100.jpg?w=500&h=400&s=1,5.0,641,https://www.tripadvisor.ca/Attraction_Review-g33000-d1158360-Reviews-Pride_Mountain_Vineyards-St_Helena_Napa_Valley_California.html,United States,California (CA),Napa Valley,10:00 AM - 3:30 PM,"Pride Mountain Vineyards is a family-owned mountain winery specializing in red wine production, mainly Cabernet Sauvignon and Merlot. We offer tastings by prior appointment only. 

Thank you, Pride Mountain Vineyards","4026 Spring Mountain Rd By Appointment Only, Wine Tasting, St. Helena, CA 94574-9773",,"Sherwin Family Vineyards,Schweiger Vineyards,Behrens Family Winery",,585,42,7,4,3,10,15
693,693, Queens Bath,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/d8/ba/4c/amazing-place-to-swim.jpg?w=500&h=-1&s=1,4.5,"1,622",https://www.tripadvisor.ca/Attraction_Review-g60626-d586624-Reviews-Queen_s_Bath-Princeville_Kauai_Hawaii.html,United States,Hawaii (HI),Kauai,,"Once a bathing spot for the royals, this stunning natural pool is now a popular summertime attraction. To get there, you'll need to take a 15-minute hike across slippery lava rocks, so wear a good pair of shoes. In summer, the pool resembles a large hot tub and the waters are calm and clear.

During winter, however, the water can be treacherous, so avoid visiting during those months; the pool may even be closed. Before you go, be sure to check the surf report online, and only attempt the hike down if the waves are less than four feet high. 

– Tripadvisor","Kapiolani Loop, Princeville, Kauai, HI 96722",,"Hideaways Pizza Pub,Happy Talk Lounge,Nourish Hanalei","Pali Ke Kua Beach (Hideaway s Beach),Hanalei Valley Lookout,Hanalei Beach",967,403,119,43,90,-1,-1
694,694, CocaCola Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f2/62/bd/yes-within-moments-the.jpg?w=500&h=-1&s=1,4.5,644,https://www.tripadvisor.ca/Attraction_Review-g30029-d1101760-Reviews-Coca_Cola_Park-Allentown_Pennsylvania.html,United States,Pennsylvania (PA),Allentown,,,"1050 Iron Pigs Way, Allentown, PA 18109-3513",,"The Aladdin Restaurant,Pacific Palm Bistro,The Vegan Butcher","America On Wheels Museum,PPL Center,Hoover Mason Trestle",503,115,12,7,7,-1,-1
695,695, Kilauea Volcano,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/42/e1/6e/kilauea-volcano.jpg?w=500&h=400&s=1,4.5,185,https://www.tripadvisor.ca/Attraction_Review-g29217-d105294-Reviews-Kilauea_Volcano-Island_of_Hawaii_Hawaii.html,United States,Hawaii (HI),Island of Hawaii,,Explore different ways to experience this place.,See all,,"Crater Rim Cafe,The Rim,Volcano House","Kilauea,Kilauea Iki Trail,Steam Vents",139,28,11,4,3,-1,-1
